sentence,packed_sentence,entities
般人講真的是自嗨但航空公司董事長講就不樣了這次主要是董建議要拓寬滑行道讓廣體機可以起降言下之意就是未來生意好的航線星宇未來也不排除拿廣體但前提是滑行道要拓寬不然就算航空公司有意願也沒用,般人(Na)　講(VE)　真的(D)　是(SHI)　自嗨(D)　但(Cbb)　航空(Na)　公司(Nc)　董事長(Na)　講(VE)　就(D)　不樣(VH)　了(T)　這(Nep)　次(Nf)　主要(D)　是(SHI)　董(Nb)　建議(VE)　要(D)　拓寬(VC)　滑行道(Na)　讓(VL)　廣體機(Na)　可以(D)　起降(VA)　言下之意(Na)　就(Cbb)　是(SHI)　未來(Nd)　生意(Na)　好(VH)　的(DE)　航線(Na)　星宇(Nb)　未來(Nd)　也(D)　不(D)　排除(VC)　拿(VC)　廣體(Na)　但(Cbb)　前提(Na)　是(SHI)　滑行道(Na)　要(D)　拓寬(VC)　不然(Cbb)　就算(Cbb)　航空(Na)　公司(Nc)　有(V_2)　意願(Na)　也(D)　沒用(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
每次都有啊,每(Nes)　次(Nf)　都(D)　有(V_2)　啊(I),[]
說什麼遠端機坪可以用,說(VE)　什麼(Nep)　遠端(Nc)　機坪(Nc)　可以(D)　用(VC),[]
現在就應該搞起來,現在(Nd)　就(D)　應該(D)　搞(VA)　起來(Di),[]
然後中國很多航司都這麼搞之類的,然後(D)　中國(Nc)　很多(Neqa)　航司(Na)　都(D)　這麼(D)　搞(VC)　之類(Cab)　的(DE),"[{'word': '中國', 'ner': 'GPE'}]"
也不想想大家偏好廣體機就是因為他沒那麼擁擠,也(D)　不(D)　想想(VE)　大家(Nh)　偏好(VJ)　廣體機(Na)　就是(D)　因為(Cbb)　他(Nh)　沒(D)　那麼(D)　擁擠(VH),[]
想舒服不要像廉航樣,想(VE)　舒服(VH)　不要(D)　像(P)　廉航(Na)　樣(Ng),[]
結果挑個遠端機坪人員運送效率那麼低的接駁車,結果(Dk)　挑(VC)　個(Nf)　遠端(Nc)　機坪(Nc)　人員(Na)　運送(Nv)　效率(Na)　那麼(D)　低(VH)　的(DE)　接駁車(Nv),[]
有點顧此失彼而且廣體機得有複數條能串飛的高流量路線,有點(Dfa)　顧此失彼(VH)　而且(Cbb)　廣體機(Na)　得(D)　有(V_2)　複數(Na)　條(Nf)　能(D)　串飛(VC)　的(DE)　高流量(Na)　路線(Na),[]
還得考慮航程,還(D)　得(D)　考慮(VE)　航程(Na),[]
還有他航競爭狀況,還(D)　有(V_2)　他航(Na)　競爭(Na)　狀況(Na),[]
在星宇還沒穩定多條航線每日兩班的情況下,在(P)　星宇(Nb)　還(D)　沒(D)　穩定(VHC)　多(Neqa)　條(Nf)　航線(Na)　每(Nes)　日(Nf)　兩(Neu)　班(Nf)　的(DE)　情況(Na)　下(Ng),"[{'word': '星宇', 'ner': 'ORG'}, {'word': '兩', 'ner': 'CARDINAL'}]"
開廣體機然後減班,開(VC)　廣體機(Na)　然後(D)　減班(VJ),[]
這樣消費者更缺乏旅程安排的彈性吧,這樣(VH)　消費者(Na)　更(Dfa)　缺乏(VJ)　旅程(Na)　安排(VE)　的(DE)　彈性(Na)　吧(T),[]
而且廣體開下去,而且(Cbb)　廣體(Na)　開(VC)　下去(Di),[]
貴賓室直接爆炸台中貴賓室只能坐人,貴賓室(Nc)　直接(VH)　爆炸(VH)　台中(Nc)　貴賓室(Nc)　只(Da)　能(D)　坐(VA)　人(Na),"[{'word': '貴賓室', 'ner': 'FAC'}, {'word': '台中貴賓室', 'ner': 'FAC'}]"
而且會很擠,而且(Cbb)　會(D)　很(Dfa)　擠(VH),[]
等硬體能支援飛貴賓室早就擴建好了,等(Cab)　硬體(Na)　能(D)　支援(VC)　飛(VA)　貴賓室(Nc)　早(D)　就(D)　擴建好(VC)　了(Di),[]
期待今年高雄的航點看會不會加入高雄成田大亂鬥,期待(VK)　今年(Nd)　高雄(Nc)　的(DE)　航點(Na)　看(VC)　會不會(D)　加入(VC)　高雄(Nc)　成田(Nc)　大亂鬥(VH),"[{'word': '今年', 'ner': 'DATE'}, {'word': '高雄', 'ner': 'GPE'}, {'word': '高雄', 'ner': 'GPE'}]"
台中航肯定會給大點的貴賓室空間給星宇目前位是年前還只打算擺架時的規劃但現在月已經要投入第五架明顯跟當初計畫不同了所以董才喊要加快擴建,台中航(Nb)　肯定(VK)　會(D)　給(VD)　大(VH)　點(Na)　的(DE)　貴賓室(Nc)　空間(Na)　給(VD)　星宇(Nb)　目前(Nd)　位(Nf)　是(SHI)　年前(Nd)　還(D)　只(Da)　打算(VF)　擺(VA)　架(Na)　時(Ng)　的(DE)　規劃(Na)　但(Cbb)　現在(Nd)　月(Na)　已經(D)　要(D)　投入(VC)　第五(Neu)　架(Nf)　明顯(VH)　跟(P)　當初(Nd)　計畫(Na)　不同(VH)　了(T)　所以(Cbb)　董才(Nb)　喊(VE)　要(D)　加快(VHC)　擴建(VC),"[{'word': '台中航', 'ner': 'ORG'}, {'word': '星宇', 'ner': 'ORG'}, {'word': '年前', 'ner': 'DATE'}, {'word': '第五', 'ner': 'ORDINAL'}]"
不知道年底會賺多少,不(D)　知道(VK)　年底(Nd)　會(D)　賺(VC)　多少(Neqa),"[{'word': '年底', 'ner': 'DATE'}]"
股價開起來,股價(Na)　開(D)　起來(Di),[]
台中缺札幌跟仙台台中缺泰國新加坡,台中(Nc)　缺(VJ)　札幌(Nc)　跟(Caa)　仙台(Nc)　台中(Nc)　缺(VJ)　泰國(Nc)　新加坡(Nc),"[{'word': '台中', 'ner': 'GPE'}, {'word': '札幌', 'ner': 'GPE'}, {'word': '仙台', 'ner': 'GPE'}, {'word': '台中', 'ner': 'GPE'}, {'word': '泰國', 'ner': 'GPE'}, {'word': '新加坡', 'ner': 'GPE'}]"
中部主要是年輕人口很多,中部(Ncd)　主要(D)　是(SHI)　年輕(VH)　人口(Na)　很多(VH),[]
的和的其實跟窄體機樣擁擠了,的(DE)　和(VH)　的(DE)　其實(D)　跟(P)　窄體機(Na)　樣(Ng)　擁擠(VH)　了(Di),[]
台中星宇飛東京載客率定很高票價下來點就很好賣,台中(Nc)　星宇(Nb)　飛(VA)　東京(Nc)　載客率(Na)　定(VC)　很(Dfa)　高(VH)　票價(Na)　下來點(VA)　就(D)　很(Dfa)　好(VH)　賣(VD),"[{'word': '台中', 'ner': 'GPE'}, {'word': '星宇', 'ner': 'ORG'}, {'word': '東京', 'ner': 'GPE'}]"
開車近我絕對支持台中除非單人貴超過以上不然幾乎都會考慮台中,開車(VA)　近(Da)　我(Nh)　絕對(D)　支持(VC)　台中(Nc)　除非(Cbb)　單人(Na)　貴(VH)　超過(VJ)　以上(Ncd)　不然(Cbb)　幾乎(Da)　都(D)　會(D)　考慮(VE)　台中(Nc),"[{'word': '台中', 'ner': 'GPE'}, {'word': '台中', 'ner': 'GPE'}]"
又增班了,又(D)　增班(VJ)　了(T),[]
新聞來源日期,新聞(Na)　來源(Na)　日期(Na),[]
民視,民視(Nc),"[{'word': '民視', 'ner': 'ORG'}]"
新聞標題,新聞(Na)　標題(Na),[]
旅客注意,旅客(Na)　注意(VK),[]
星宇客機桃園起飛後掉頭折返接續航班下午出發,星宇(Nb)　客機(Na)　桃園(Nc)　起飛(VA)　後(Ng)　掉頭(VA)　折返(VCL)　接續(VJ)　航班(Na)　下午(Nd)　出發(VA),"[{'word': '星宇', 'ner': 'ORG'}, {'word': '桃園', 'ner': 'GPE'}, {'word': '下午', 'ner': 'TIME'}]"
內文,內文(Na),[]
班機,班機(Na),[]
原訂上午點分從桃園機場起飛,原訂(VE)　上午(Nd)　點分(Neqa)　從(P)　桃園(Nc)　機場(Nc)　起飛(VA),"[{'word': '上午點分', 'ner': 'TIME'}, {'word': '桃園機場', 'ner': 'FAC'}]"
前往東京成田機,前往(VCL)　東京(Nc)　成田(Nc)　機(Nc),"[{'word': '東京', 'ner': 'GPE'}, {'word': '成田機', 'ner': 'FAC'}]"
沒想到出發約小時就傳出問題,沒想到(D)　出發(VA)　約(Da)　小時(Na)　就(D)　傳出(VC)　問題(Na),[]
折返桃園機場降落,折返(VCL)　桃園(Nc)　機場(Nc)　降落(VA),"[{'word': '桃園機場', 'ner': 'FAC'}]"
接續航班將於下午再度飛往成田,接續(Nv)　航班(Na)　將(D)　於(P)　下午(Nd)　再度(D)　飛往(VCL)　成田(Nc),"[{'word': '下午', 'ner': 'TIME'}, {'word': '成田', 'ner': 'GPE'}]"
空港,空港(Nc),[]
據航跡圖顯示,據(P)　航跡圖(Na)　顯示(VK),[]
這架機型為空中巴士的飛機,這(Nep)　架(Nf)　機型(Na)　為(VG)　空中(Nc)　巴士(Na)　的(DE)　飛機(Na),"[{'word': '空中巴士', 'ner': 'PRODUCT'}]"
飛抵東北海域後,飛抵(VCL)　東北(Nc)　海域(Na)　後(Ng),"[{'word': '東北海域', 'ner': 'LOC'}]"
突然盤旋數圈飛行,突然(D)　盤旋(VA)　數(Neu)　圈(Nf)　飛行(VA),[]
放油,放(VC)　油(Na),[]
之後又在北部外海盤旋,之後(Nd)　又(D)　在(P)　北部(Ncd)　外海(Nc)　盤旋(VA),[]
最終於點分平安降落回桃機跑道,最終(D)　於(P)　點分(Neqa)　平安(VH)　降落(VA)　回(VCL)　桃機(Nc)　跑道(Na),"[{'word': '桃機', 'ner': 'GPE'}]"
星宇航空回應,星宇(Nb)　航空(Na)　回應(VC),"[{'word': '星宇航空', 'ner': 'ORG'}]"
起飛後約小時,起飛(VA)　後(Ng)　約(Da)　小時(Na),"[{'word': '約小時', 'ner': 'TIME'}]"
因機務因素安全考量,因(Cbb)　機務(Na)　因素(Na)　安全(VH)　考量(VE),[]
決定返航桃園機場進行,決定(VE)　返航(VA)　桃園(Nc)　機場(Nc)　進行(VC),"[{'word': '桃園機場', 'ner': 'FAC'}]"
檢修,檢修(VC),[]
並另外調派架航機執行任務,並(Cbb)　另外(Da)　調派(VF)　架(Nf)　航機(Na)　執行(VC)　任務(Na),[]
預計於起飛,預計(VE)　於(P)　起飛(VA),[]
原接續返程航班東京台北預計延後小時起飛,原(D)　接續(VJ)　返程(Na)　航班(Na)　東京(Nc)　台北(Nc)　預計(VE)　延後(VC)　小時(Na)　起飛(VA),"[{'word': '東京台北', 'ner': 'GPE'}, {'word': '小時', 'ner': 'TIME'}]"
於等待接替航班期間,於(P)　等待(VK)　接替(VC)　航班(Na)　期間(Na),[]
提供旅客元,提供(VD)　旅客(Na)　元(Nd),[]
餐券於機場用餐,餐券(Na)　於(P)　機場(Nc)　用餐(VA),[]
造成旅客不便,造成(VG)　旅客(Na)　不便(VH),[]
星宇航空致上歉意,星宇(Nb)　航空(Na)　致(VD)　上(Di)　歉意(Na),"[{'word': '星宇航空', 'ner': 'ORG'}]"
原文連結,原文(Na)　連結(VC),[]
三小時真大方,三(Neu)　小時(Na)　真(D)　大方(VH),"[{'word': '三小時', 'ner': 'TIME'}]"
元在機場能吃啥子,元(Nf)　在(P)　機場(Nc)　能(D)　吃(VC)　啥子(Nh),[]
星宇最近事情真多,星宇(Nb)　最近(Nd)　事情(Na)　真(D)　多(VH),"[{'word': '星宇', 'ner': 'ORG'}]"
回台灣應該更多不知道補償多少,回(VCL)　台灣(Nc)　應該(D)　更多(Neqa)　不(D)　知道(VK)　補償(VD)　多少(Neqa),"[{'word': '台灣', 'ner': 'GPE'}]"
吃泡麵啊,吃(VC)　泡麵(Na)　啊(T),[]
好在進來之後,好在(D)　進來(VA)　之後(Ng),[]
白天空台所以故障還能靠去救然後第二台也首飛了,白天(Nd)　空台(Nc)　所以(Cbb)　故障(VH)　還(D)　能(D)　靠(VJ)　去(D)　救(VC)　然後(D)　第二(Neu)　台(Nf)　也(D)　首(D)　飛(VA)　了(Di),"[{'word': '白天', 'ner': 'TIME'}, {'word': '第二', 'ner': 'ORDINAL'}]"
過陣子應該能看到長程線消息,過陣子(VCL)　應該(D)　能(D)　看到(VE)　長程線(Na)　消息(Na),[]
元吃牛肉麵應該不成問題吧,元(Nf)　吃(VC)　牛肉麵(Na)　應該(D)　不(VH)　成(VG)　問題(Na)　吧(T),"[{'word': '牛肉麵', 'ner': 'PRODUCT'}]"
成田根本不夠吧,成田(Nb)　根本(D)　不(D)　夠(VH)　吧(T),[]
不夠就不夠,不(D)　夠(VH)　就(D)　不(D)　夠(VH),[]
吧什麼吧,吧(T)　什麼(Nep)　吧(T),[]
貼的負面新聞,貼(VC)　的(DE)　負面(Na)　新聞(Na),[]
某幾個人會非常生氣桃機管制區內沒有什麼餐廳可以吃吧,某(Nes)　幾(Neu)　個(Nf)　人(Na)　會(D)　非常(Dfa)　生氣(VH)　桃機(Nb)　管制區(Nc)　內(Ncd)　沒有(VJ)　什麼(Nep)　餐廳(Nc)　可以(D)　吃(VC)　吧(T),"[{'word': '桃機', 'ner': 'GPE'}]"
小時,小時(Nd),"[{'word': '小時', 'ner': 'TIME'}]"
所以掉頭的原因,所以(Cbb)　掉頭(VA)　的(DE)　原因(Na),[]
桃機管制區還蠻多東西能吃的吧,桃機(Nb)　管制區(Nc)　還(D)　蠻(Dfa)　多(VH)　東西(Na)　能(D)　吃(VC)　的(T)　吧(T),"[{'word': '桃機', 'ner': 'GPE'}]"
桃機管制區很多啊小王煮瓜那區就不少,桃機(Na)　管制區(Nc)　很多(VH)　啊(T)　小王(Nb)　煮(VC)　瓜(Na)　那(Nep)　區(Nc)　就(D)　不少(VH),"[{'word': '桃機', 'ner': 'GPE'}]"
華航晚點也不見有人提,華航(Nc)　晚(VH)　點(Dfb)　也(D)　不(D)　見(VE)　有(V_2)　人(Na)　提(VE),"[{'word': '華航', 'ner': 'ORG'}]"
或許日本線比較搏眼球,或許(D)　日本線(Na)　比較(Dfa)　搏(VC)　眼球(Na),"[{'word': '日本', 'ner': 'GPE'}]"
因為那天維也納大雪關場轉去布拉格了,因為(Cbb)　那(Nep)　天(Nf)　維也納(Nc)　大雪(Nd)　關場(VC)　轉去(VC)　布拉格(Nc)　了(T),"[{'word': '那天', 'ner': 'DATE'}, {'word': '維也納', 'ner': 'GPE'}, {'word': '布拉格', 'ner': 'GPE'}]"
那天都有被關場影響,那(Nep)　天(Nf)　都(D)　有(V_2)　被(P)　關場(VC)　影響(VC),"[{'word': '那天', 'ner': 'DATE'}]"
個去個去,個(Nf)　去(VCL)　個(Nf)　去(VCL),[]
因為大雪關場轉降,因為(Cbb)　大雪(Nd)　關場(VC)　轉降(VC),[]
延誤很正常吧,延誤(VHC)　很(Dfa)　正常(VH)　吧(T),[]
對啊,對(VH)　啊(T),[]
長榮也轉降去慕尼黑,長榮(Nb)　也(D)　轉降(VC)　去(VCL)　慕尼黑(Nc),"[{'word': '長榮', 'ner': 'PERSON'}, {'word': '慕尼黑', 'ner': 'GPE'}]"
短程線還可換機救援已經不錯長程線外站延誤就是慢慢等或預期會等太久就取消航班簽轉,短程線(Na)　還(D)　可(D)　換(VC)　機(Na)　救援(VC)　已經(D)　不錯(VH)　長程線(A)　外(Ncd)　站(Nc)　延誤(VHC)　就是(Cbb)　慢慢(VH)　等或(Cab)　預期(Na)　會(D)　等(VC)　太(Dfa)　久(VH)　就(D)　取消(VC)　航班(Na)　簽轉(VD),[]
在成田候機室看到星宇空服坐排,在(P)　成田(Nc)　候機室(Nc)　看到(VE)　星宇(Na)　空服(Na)　坐(VA)　排(Na),"[{'word': '成田候機室', 'ner': 'FAC'}]"
也在等,也(D)　在(D)　等(VC),[]
上已經有的旅客不開心了,上(Ng)　已經(D)　有的(Neqa)　旅客(Na)　不(D)　開心(VH)　了(T),[]
說怎麼沒有提早通知飛上天才知道問題是要怎麼提早通知啦,說(VE)　怎麼(D)　沒有(D)　提早(VL)　通知(VC)　飛上(VCL)　天(Nc)　才(D)　知道(VK)　問題(Na)　是(SHI)　要(D)　怎麼(D)　提早(VL)　通知(VC)　啦(T),"[{'word': '上天', 'ner': 'DATE'}]"
星宇最近問題真的不少哩,星宇(Nb)　最近(Nd)　問題(Na)　真的(D)　不少(VH)　哩(T),"[{'word': '星宇', 'ner': 'ORG'}]"
今日比較重要的大事應該是美國暫停用,今日(Nd)　比較(Dfa)　重要(VH)　的(DE)　大事(Na)　應該(D)　是(SHI)　美國(Nc)　暫停(VHC)　用(VC),"[{'word': '今日', 'ner': 'DATE'}, {'word': '美國', 'ner': 'GPE'}]"
把直播拉回早上應該是右邊輪艙門沒有鎖定吧落地的時候打開了要滑出跑道時又收上去了,把(P)　直播(VC)　拉回(VC)　早上(Nd)　應該(D)　是(SHI)　右邊(Ncd)　輪艙(Na)　門(Na)　沒有(D)　鎖定(VC)　吧(T)　落地(VA)　的(DE)　時候(Na)　打開(VC)　了(Di)　要(D)　滑出(VCL)　跑道(Na)　時(Ng)　又(D)　收上去(VA)　了(Di),"[{'word': '早上', 'ner': 'TIME'}]"
前幾天神戶台中,前(Nes)　幾(Neu)　天(Nf)　神戶(Nc)　台中(Nc),"[{'word': '前幾天', 'ner': 'DATE'}]"
全程萬英呎飛回來也沒事,全(Neqa)　程(Na)　萬(Neu)　英呎(Nf)　飛回來(VA)　也(D)　沒(VJ)　事(Na),"[{'word': '萬英呎', 'ner': 'QUANTITY'}]"
大驚小怪,大驚小怪(VH),[]
今日若論國籍航空大事,今日(Nd)　若(Cbb)　論(VC)　國籍(Na)　航空(Na)　大事(VH),"[{'word': '今日', 'ner': 'DATE'}]"
那就是紐約長程線都取消了,那(Nep)　就(D)　是(SHI)　紐約(Nc)　長程線(Na)　都(D)　取消(VC)　了(Di),"[{'word': '紐約', 'ner': 'GPE'}]"
依據,依據(P),[]
這情況要賠給客人歐元,這(Nep)　情況(Na)　要(D)　賠給(VD)　客人(Na)　歐元(Na),[]
不過國籍這幾家都差不多,不過(Cbb)　國籍(Na)　這(Nep)　幾(Neu)　家(Nf)　都(D)　差不多(D),[]
就是給新台幣,就是(Cbb)　給(VD)　新台幣(Na),"[{'word': '新台幣', 'ner': 'GPE'}]"
這班回到要晚上了,這(Nep)　班(Nf)　回到(VCL)　要(D)　晚上(Nd)　了(T),"[{'word': '晚上', 'ner': 'TIME'}]"
真是小時,真是(D)　小時(Nd),"[{'word': '小時', 'ner': 'TIME'}]"
相信董,相信(VK)　董(Nb),[]
年底就懂,年底(Nd)　就(D)　懂(VK),"[{'word': '年底', 'ner': 'DATE'}]"
哈哈哈,哈(D)　哈(D)　哈(D),[]
已經開始就延遲小時起飛,已經(D)　開始(VL)　就(D)　延遲(VHC)　小時(Na)　起飛(VA),[]
到達日本行程都延誤,到達(VCL)　日本(Nc)　行程(Na)　都(D)　延誤(VHC),"[{'word': '日本', 'ner': 'GPE'}]"
台灣出發浪費小時的元嗎,台灣(Nc)　出發(VA)　浪費(VC)　小時(Na)　的(DE)　元(Nf)　嗎(T),"[{'word': '台灣', 'ner': 'GPE'}]"
是的話我這輩子不會再搭星宇摳小老闆,是(SHI)　的話(Cba)　我(Nh)　這(Nep)　輩子(Na)　不會(D)　再(D)　搭(VC)　星宇摳(Nb)　小(VH)　老闆(Na),[]
還好我選其他國航有頭等的,還好(D)　我(Nh)　選(VC)　其他(Neqa)　國航(Nc)　有(V_2)　頭等(A)　的(DE),[]
台灣除了星宇之外哪裡還有公司有頭等艙,台灣(Nc)　除了(P)　星宇(Nb)　之外(Ng)　哪裡(Ncd)　還(D)　有(V_2)　公司(Nc)　有(V_2)　頭等艙(Na),"[{'word': '台灣', 'ner': 'GPE'}, {'word': '星宇', 'ner': 'ORG'}]"
他只是要酸推文內容不必認真,他(Nh)　只是(D)　要(D)　酸(VH)　推文(Na)　內容(Na)　不必(D)　認真(VH),[]
三百可以吃碗拉麵了啦,三百(Neu)　可以(D)　吃(VC)　碗(Nf)　拉麵(Na)　了(T)　啦(T),"[{'word': '三百', 'ner': 'CARDINAL'}]"
精品航空又贏,精品(Na)　航空(Na)　又(D)　贏(VD),"[{'word': '精品航空', 'ner': 'ORG'}]"
可以多坐好幾個小時沒收費就偷笑了,可以(D)　多(D)　坐(VA)　好幾(Neu)　個(Nf)　小時(Na)　沒(D)　收費(VD)　就(D)　偷笑(VA)　了(Di),"[{'word': '幾個小時', 'ner': 'TIME'}]"
上次爆胎有上新聞啊,上(Nes)　次(Nf)　爆胎(VA)　有(V_2)　上新聞(VCL)　啊(T),[]
天氣跟機務維修又不樣,天氣(Na)　跟(Caa)　機務(Na)　維修(VC)　又(D)　不樣(VH),[]
紐約預計今天晚上下雪,紐約(Nc)　預計(VE)　今天(Nd)　晚上(Nd)　下雪(VA),"[{'word': '紐約', 'ner': 'GPE'}, {'word': '今天晚上', 'ner': 'TIME'}]"
氣象講得好像世界末日樣,氣象(Na)　講(VE)　得(DE)　好(Dfa)　像(VG)　世界(Nc)　末日(Na)　樣(Ng),[]
天氣跟機務問題是可以混在起的嗎,天氣(Na)　跟(P)　機務(Na)　問題(Na)　是(SHI)　可以(D)　混(VC)　在起(VH)　的(T)　嗎(T),[]
雖然很少,雖然(Cbb)　很少(D),[]
但是發太多怕會影響員工的年終,但是(Cbb)　發(VD)　太多(Neqa)　怕(VK)　會(D)　影響(VC)　員工(Na)　的(DE)　年終(Nd),[]
不錯了前幾天國內線取消什麼都沒有排隊兩小時艙換經濟只賠,不錯(VH)　了(Di)　前(Nes)　幾(Neu)　天(Nf)　國內線(Na)　取消(VC)　什麼(Nep)　都(D)　沒有(D)　排隊(VA)　兩(Neu)　小時(Na)　艙換(Na)　經濟(Na)　只(Da)　賠(VD),"[{'word': '前幾天', 'ner': 'DATE'}, {'word': '兩小時', 'ner': 'TIME'}]"
看脆的貼文,看(VC)　脆(VH)　的(DE)　貼文(Na),[]
比較有問題的是日本那邊寫因桃園機場地面作業因素吧,比較(Dfa)　有(V_2)　問題(Na)　的(DE)　是(SHI)　日本(Nc)　那邊(Ncd)　寫(VC)　因(Cbb)　桃園(Nc)　機場(Nc)　地面(Nc)　作業(Na)　因素(Na)　吧(T),"[{'word': '日本', 'ner': 'GPE'}, {'word': '桃園機場', 'ner': 'FAC'}]"
旅客是不是會怪桃機,旅客(Na)　是(SHI)　不(D)　是(SHI)　會(D)　怪(VK)　桃機(Nc),[]
原因往外推啊,原因(Na)　往(P)　外(Ncd)　推(VC)　啊(T),[]
反正你無法即時求證,反正(D)　你(Nh)　無法(D)　即時(D)　求證(VB),[]
精品航空真小氣,精品(Na)　航空(Na)　真(D)　小氣(VH),[]
怪滿常發生的,怪(VH)　滿(Dfa)　常(D)　發生(VJ)　的(DE),[]
不是每個人都會上打臉地勤,不(D)　是(SHI)　每(Nes)　個(Nf)　人(Na)　都(D)　會(D)　上打臉(VH)　地(Na)　勤(VH),[]
地面作業是各家航空都會用的解釋,地面(Nc)　作業(Na)　是(SHI)　各(Nes)　家(Nf)　航空(Na)　都(D)　會(D)　用(VC)　的(DE)　解釋(Na),[]
因為有時候就連自家地勤都不知道怎麼了,因為(Cbb)　有時候(D)　就(D)　連(Cbb)　自家(Nc)　地勤(Na)　都(D)　不(D)　知道(VK)　怎麼(VH)　了(T),[]
要怎麼說明,要(D)　怎麼(D)　說明(VE),[]
可以多享受個小時的新飛機好服務根本賺爛,可以(D)　多(D)　享受(VJ)　個(Nf)　小時(Na)　的(DE)　新(VH)　飛機(Na)　好(VH)　服務(VC)　根本(D)　賺(VC)　爛(Nv),"[{'word': '個小時', 'ner': 'TIME'}]"
反串功課要做足點才新機,反串(VC)　功課(Na)　要(D)　做足(VC)　點(Dfb)　才(Da)　新機(Na),[]
星宇的飛機才出廠幾年相較於長榮或華航那種老飛機還算是超新的好不好覺得不夠新是想黑對吧,星宇(Nb)　的(DE)　飛機(Na)　才(Da)　出廠(VA)　幾(Neu)　年(Nf)　相較於(VB)　長榮(Nb)　或(Caa)　華航(Nc)　那(Nep)　種(Nf)　老(VH)　飛機(Na)　還(D)　算是(VG)　超(Dfa)　新(VH)　的(DE)　好(VH)　不(D)　好(VH)　覺得(VK)　不(D)　夠(Dfa)　新(VH)　是(SHI)　想(VE)　黑(VH)　對(VH)　吧(T),"[{'word': '星宇', 'ner': 'ORG'}, {'word': '幾年', 'ner': 'DATE'}, {'word': '長榮', 'ner': 'ORG'}, {'word': '華航', 'ner': 'ORG'}]"
